Date,sku_id,category,units sold,promotions,customers_visits,conversion_rate
2025-09-16,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,591,0.0034
2025-09-17,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,384,0.0026
2025-09-18,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,640,0.0
2025-09-19,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,888,0.0023
2025-09-20,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,275,0.0036
2025-09-21,1970-001/0566-66/SEAGLASS,Accent Chairs,4,Off Promotion,2266,0.0018
2025-09-22,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,390,0.0051
2025-09-23,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,354,0.0028
2025-09-24,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,300,0.0033
2025-09-25,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,747,0.0
2025-09-26,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,192,0.0052
2025-09-27,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,675,0.0
2025-09-28,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,244,0.0041
2025-09-29,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,512,0.0039
2025-09-30,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,431,0.0023
2025-10-01,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,813,0.0025
2025-10-02,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,728,0.0
2025-10-03,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,607,0.0033
2025-10-04,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,302,0.0033
2025-10-05,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,346,0.0029
2025-10-06,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,643,0.0
2025-10-07,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,613,0.0
2025-10-08,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,215,0.0047
2025-10-09,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,730,0.0
2025-10-10,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,674,0.0
2025-10-11,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,421,0.0024
2025-10-12,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,1032,0.0
2025-10-13,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,465,0.0022
2025-10-14,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,342,0.0058
2025-10-15,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,884,0.0023
2025-10-16,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,226,0.0044
2025-10-17,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,272,0.0037
2025-10-18,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,528,0.0
2025-10-19,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,1032,0.0
2025-10-20,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,664,0.0
2025-10-21,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,326,0.0031
2025-10-22,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,498,0.004
2025-10-23,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,550,0.0
2025-10-24,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,501,0.0
2025-10-25,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,301,0.0033
2025-10-26,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,370,0.0054
2025-10-27,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,896,0.0022
2025-10-28,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,707,0.0
2025-10-29,1970-001/0566-66/SEAGLASS,Accent Chairs,3,Off Promotion,906,0.0033
2025-10-30,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,730,0.0
2025-10-31,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,613,0.0
2025-11-01,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,386,0.0052
2025-11-02,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,725,0.0
2025-11-03,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,654,0.0
2025-11-04,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,669,0.0
2025-11-05,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,501,0.0
2025-11-06,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,480,0.0
2025-11-07,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,855,0.0023
2025-11-08,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,670,0.0
2025-11-09,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,332,0.003
2025-11-10,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,625,0.0
2025-11-11,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,214,0.0047
2025-11-12,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,469,0.0
2025-11-13,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,314,0.0032
2025-11-14,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,221,0.0045
2025-11-15,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,841,0.0
2025-11-16,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,591,0.0034
2025-11-17,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,938,0.0
2025-11-18,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,469,0.0
2025-11-19,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,374,0.0027
2025-11-20,1970-001/0566-66/SEAGLASS,Accent Chairs,3,Off Promotion,643,0.0047
2025-11-21,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,411,0.0049
2025-11-22,1970-001/0566-66/SEAGLASS,Accent Chairs,3,Off Promotion,758,0.004
2025-11-23,1970-001/0566-66/SEAGLASS,Accent Chairs,3,Off Promotion,1179,0.0025
2025-11-24,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,336,0.003
2025-11-25,1970-001/0566-66/SEAGLASS,Accent Chairs,4,Off Promotion,1072,0.0037
2025-11-26,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,747,0.0
2025-11-27,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,773,0.0026
2025-11-28,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,768,0.0
2025-11-29,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,487,0.0041
2025-11-30,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,736,0.0
2025-12-01,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,583,0.0017
2025-12-02,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,613,0.0
2025-12-03,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,720,0.0028
2025-12-04,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,275,0.0036
2025-12-05,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,444,0.0045
2025-12-06,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,778,0.0
2025-12-07,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,629,0.0
2025-12-08,1970-001/0566-66/SEAGLASS,Accent Chairs,3,Off Promotion,700,0.0043
2025-12-09,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,817,0.0024
2025-12-10,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,302,0.0033
2025-12-11,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,234,0.0043
2025-12-12,1970-001/0566-66/SEAGLASS,Accent Chairs,3,Off Promotion,577,0.0052
2025-12-13,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,226,0.0044
2025-12-14,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,333,0.003
2025-12-15,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,372,0.0027
2025-12-16,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,293,0.0034
2025-12-17,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,707,0.0
2025-12-18,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,176,0.0057
2025-12-19,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,685,0.0029
2025-12-20,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,804,0.0
2025-12-21,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,258,0.0039
2025-12-22,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,177,0.0056
2025-12-23,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,625,0.0
2025-12-24,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,955,0.0
2025-12-25,1970-001/0566-66/SEAGLASS,Accent Chairs,6,Off Promotion,1970,0.0025
2025-12-26,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,550,0.0
2025-12-27,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,708,0.0
2025-12-28,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,669,0.0
2025-12-29,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,555,0.0
2025-12-30,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,613,0.0
2025-12-31,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,818,0.0
2026-01-01,1970-001/0566-66/SEAGLASS,Accent Chairs,3,Off Promotion,2113,0.0014
2026-01-02,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,571,0.0
2026-01-03,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,669,0.0
2026-01-04,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,810,0.0025
2026-01-05,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,157,0.0064
2026-01-06,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,707,0.0
2026-01-07,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,286,0.0035
2026-01-08,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,760,0.0026
2026-01-09,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,707,0.0
2026-01-10,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,736,0.0
2026-01-11,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,288,0.0035
2026-01-12,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,674,0.0
2026-01-13,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,643,0.0
2026-01-14,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,640,0.0031
2026-01-15,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,207,0.0048
2026-01-16,1970-001/0566-66/SEAGLASS,Accent Chairs,4,Off Promotion,1017,0.0039
2026-01-17,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,736,0.0
2026-01-18,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,349,0.0029
2026-01-19,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,813,0.0
2026-01-20,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,339,0.0029
2026-01-21,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,703,0.0028
2026-01-22,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,510,0.0
2026-01-23,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,619,0.0032
2026-01-24,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,720,0.0
2026-01-25,1970-001/0566-66/SEAGLASS,Accent Chairs,3,Off Promotion,687,0.0044
2026-01-26,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,234,0.0043
2026-01-27,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,330,0.003
2026-01-28,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,350,0.0029
2026-01-29,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,757,0.0026
2026-01-30,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,230,0.0043
2026-01-31,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,243,0.0041
2026-02-01,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,445,0.0045
2026-02-02,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,625,0.0
2026-02-03,1970-001/0566-66/SEAGLASS,Accent Chairs,3,Off Promotion,665,0.0045
2026-02-04,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,643,0.0
2026-02-05,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,312,0.0032
2026-02-06,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,747,0.0
2026-02-07,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,588,0.0034
2026-02-08,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,351,0.0028
2026-02-09,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,643,0.0
2026-02-10,1970-001/0566-66/SEAGLASS,Accent Chairs,4,Off Promotion,1409,0.0028
2026-02-11,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,654,0.0
2026-02-12,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,203,0.0049
2026-02-13,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,248,0.004
2026-02-14,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,347,0.0029
2026-02-15,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,545,0.0037
2026-02-16,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,797,0.0
2026-02-17,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,728,0.0
2026-02-18,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,764,0.0
2026-02-19,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,566,0.0
2026-02-20,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,510,0.0
2026-02-21,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,731,0.0
2026-02-22,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,675,0.0
2026-02-23,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,245,0.0041
2026-02-24,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,1046,0.0019
2026-02-25,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,724,0.0
2026-02-26,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,334,0.003
2026-02-27,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,516,0.0
2026-02-28,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,259,0.0039
2026-03-01,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,552,0.0
2026-03-02,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,169,0.0059
2026-03-03,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,480,0.0
2026-03-04,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,342,0.0029
2026-03-05,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,378,0.0026
2026-03-06,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,244,0.0041
2026-03-07,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,458,0.0044
2026-03-08,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,708,0.0
2026-03-09,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,198,0.0051
2026-03-10,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,501,0.0
2026-03-11,1970-001/0566-66/SEAGLASS,Accent Chairs,4,Off Promotion,757,0.0053
2026-03-12,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,571,0.0
2026-03-13,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,286,0.0035
2026-03-14,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,303,0.0033
2026-03-15,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,170,0.0059
2026-03-16,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,751,0.0027
2026-03-17,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,640,0.0
2026-03-18,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,674,0.0
2026-03-19,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,274,0.0036
2026-03-20,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,724,0.0
2026-03-21,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,261,0.0038
2026-03-22,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,281,0.0036
2026-03-23,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,275,0.0036
2026-03-24,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,347,0.0058
2026-03-25,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,272,0.0037
2026-03-26,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,494,0.004
2026-03-27,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,669,0.0
2026-03-28,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,725,0.0
2026-03-29,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,675,0.0
2026-03-30,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,643,0.0
2026-03-31,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,770,0.0026
2026-04-01,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,674,0.0
2026-04-02,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,696,0.0
2026-04-03,1970-001/0566-66/SEAGLASS,Accent Chairs,3,Off Promotion,935,0.0032
2026-04-04,1970-001/0566-66/SEAGLASS,Accent Chairs,3,Off Promotion,800,0.0038
2026-04-05,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,290,0.0034
2026-04-06,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,300,0.0033
2026-04-07,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,237,0.0042
2026-04-08,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,425,0.0024
2026-04-09,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,264,0.0038
2026-04-10,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,724,0.0
2026-04-11,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,669,0.0
2026-04-12,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,568,0.0
2026-04-13,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,654,0.0
2026-04-14,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,430,0.0023
2026-04-15,1970-001/0566-66/SEAGLASS,Accent Chairs,3,Off Promotion,544,0.0055
2026-04-16,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,288,0.0035
2026-04-17,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,342,0.0029
2026-04-18,1970-001/0566-66/SEAGLASS,Accent Chairs,3,Off Promotion,536,0.0056
2026-04-19,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,552,0.0
2026-04-20,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,183,0.0055
2026-04-21,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,174,0.0057
2026-04-22,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,475,0.0042
2026-04-23,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,664,0.0
2026-04-24,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,571,0.0
2026-04-25,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,272,0.0037
2026-04-26,1970-001/0566-66/SEAGLASS,Accent Chairs,3,Off Promotion,939,0.0032
2026-04-27,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,625,0.0
2026-04-28,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,664,0.0
2026-04-29,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,542,0.0037
2026-04-30,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,747,0.0
2026-05-01,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,331,0.003
2026-05-02,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,822,0.0
2026-05-03,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,296,0.0034
2026-05-04,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,1369,0.0015
2026-05-05,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,410,0.0024
2026-05-06,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,770,0.0026
2026-05-07,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,269,0.0037
2026-05-08,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,747,0.0
2026-05-09,1970-001/0566-66/SEAGLASS,Accent Chairs,3,Off Promotion,660,0.0045
2026-05-10,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,568,0.0
2026-05-11,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,504,0.004
2026-05-12,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,315,0.0032
2026-05-13,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,659,0.0
2026-05-14,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,707,0.0
2026-05-15,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,613,0.0
2026-05-16,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,669,0.0
2026-05-17,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,197,0.0051
2026-05-18,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,240,0.0042
2026-05-19,1970-001/0566-66/SEAGLASS,Accent Chairs,3,Off Promotion,795,0.0038
2026-05-20,1970-001/0566-66/SEAGLASS,Accent Chairs,3,Off Promotion,978,0.0031
2026-05-21,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,403,0.0025
2026-05-22,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,248,0.004
2026-05-23,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,275,0.0036
2026-05-24,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,335,0.003
2026-05-25,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,212,0.0047
2026-05-26,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,268,0.0037
2026-05-27,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,405,0.0049
2026-05-28,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,640,0.0
2026-05-29,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,640,0.0
2026-05-30,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,708,0.0
2026-05-31,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,266,0.0038
2026-06-01,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,271,0.0037
2026-06-02,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,625,0.0
2026-06-03,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,764,0.0
2026-06-04,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,944,0.0021
2026-06-05,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,234,0.0043
2026-06-06,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,314,0.0032
2026-06-07,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,925,0.0022
2026-06-08,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,340,0.0029
2026-06-09,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,674,0.0
2026-06-10,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,408,0.0049
2026-06-11,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,411,0.0024
2026-06-12,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,362,0.0055
2026-06-13,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,259,0.0039
2026-06-14,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,245,0.0041
2026-06-15,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,728,0.0
2026-06-16,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,659,0.003
2026-06-17,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,231,0.0043
2026-06-18,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,214,0.0047
2026-06-19,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,407,0.0049
2026-06-20,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,243,0.0041
2026-06-21,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,1032,0.0
2026-06-22,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,643,0.0
2026-06-23,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,212,0.0047
2026-06-24,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,325,0.0031
2026-06-25,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,299,0.0033
2026-06-26,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,674,0.0
2026-06-27,1970-001/0566-66/SEAGLASS,Accent Chairs,1,Off Promotion,350,0.0029
2026-06-28,1970-001/0566-66/SEAGLASS,Accent Chairs,0,Off Promotion,605,0.0
2026-06-29,1970-001/0566-66/SEAGLASS,Accent Chairs,2,Off Promotion,378,0.0053
